,LAUS Code,State FIPS Code,County FIPS Code,Year,Labor Force,Employed,Unemployed,Unemployment Rate,County Name,State,Employment Rate
1160,CN2209700000000,22,97,2015,"33,642","30,959","2,683",8,St. Landry Parish,LA,92
1161,CN2209900000000,22,99,2015,"23,980","22,343","1,637",6.8,St. Martin Parish,LA,93.2
1162,CN2210100000000,22,101,2015,"24,165","22,338","1,827",7.6,St. Mary Parish,LA,92.4
1163,CN2210300000000,22,103,2015,"116,999","110,740","6,259",5.3,St. Tammany Parish,LA,94.7
1164,CN2210500000000,22,105,2015,"53,997","50,124","3,873",7.2,Tangipahoa Parish,LA,92.8
1165,CN2210700000000,22,107,2015,"1,710","1,544",166,9.7,Tensas Parish,LA,90.3
1166,CN2210900000000,22,109,2015,"52,800","49,667","3,133",5.9,Terrebonne Parish,LA,94.1
1167,CN2211100000000,22,111,2015,"9,317","8,655",662,7.1,Union Parish,LA,92.9
1168,CN2211300000000,22,113,2015,"25,733","23,959","1,774",6.9,Vermilion Parish,LA,93.1
1169,CN2211500000000,22,115,2015,"17,359","16,019","1,340",7.7,Vernon Parish,LA,92.3
1170,CN2211700000000,22,117,2015,"16,974","15,687","1,287",7.6,Washington Parish,LA,92.4
1171,CN2211900000000,22,119,2015,"15,517","14,157","1,360",8.8,Webster Parish,LA,91.2
1172,CN2212100000000,22,121,2015,"13,206","12,472",734,5.6,West Baton Rouge Parish,LA,94.4
1173,CN2212300000000,22,123,2015,"4,104","3,556",548,13.4,West Carroll Parish,LA,86.6
1174,CN2212500000000,22,125,2015,"5,384","5,102",282,5.2,West Feliciana Parish,LA,94.8
1175,CN2212700000000,22,127,2015,"5,317","4,870",447,8.4,Winn Parish,LA,91.6
1176,CN2300100000000,23,1,2015,"55,166","52,859","2,307",4.2,Androscoggin County,ME,95.8
1177,CN2300300000000,23,3,2015,"31,915","30,022","1,893",5.9,Aroostook County,ME,94.1
1178,CN2300500000000,23,5,2015,"158,956","153,481","5,475",3.4,Cumberland County,ME,96.6
1179,CN2300700000000,23,7,2015,"14,629","13,932",697,4.8,Franklin County,ME,95.2
1180,CN2300900000000,23,9,2015,"29,250","27,616","1,634",5.6,Hancock County,ME,94.4
1181,CN2301100000000,23,11,2015,"62,035","59,397","2,638",4.3,Kennebec County,ME,95.7
1182,CN2301300000000,23,13,2015,"20,607","19,760",847,4.1,Knox County,ME,95.9
1183,CN2301500000000,23,15,2015,"16,835","16,086",749,4.4,Lincoln County,ME,95.6
1184,CN2301700000000,23,17,2015,"26,707","25,250","1,457",5.5,Oxford County,ME,94.5
1185,CN2301900000000,23,19,2015,"77,374","73,700","3,674",4.7,Penobscot County,ME,95.3
1186,CN2302100000000,23,21,2015,"7,501","7,087",414,5.5,Piscataquis County,ME,94.5
1187,CN2302300000000,23,23,2015,"19,058","18,386",672,3.5,Sagadahoc County,ME,96.5
1188,CN2302500000000,23,25,2015,"23,789","22,227","1,562",6.6,Somerset County,ME,93.4
1189,CN2302700000000,23,27,2015,"20,752","19,669","1,083",5.2,Waldo County,ME,94.8
1190,CN2302900000000,23,29,2015,"14,084","13,183",901,6.4,Washington County,ME,93.6
1191,CN2303100000000,23,31,2015,"109,194","104,892","4,302",3.9,York County,ME,96.1
1192,CN2400100000000,24,1,2015,"32,260","30,051","2,209",6.8,Allegany County,MD,93.2
1193,CN2400300000000,24,3,2015,"300,799","287,823","12,976",4.3,Anne Arundel County,MD,95.7
1194,CN2400500000000,24,5,2015,"444,707","421,631","23,076",5.2,Baltimore County,MD,94.8
1195,CN2400900000000,24,9,2015,"46,993","44,875","2,118",4.5,Calvert County,MD,95.5
1196,CN2401100000000,24,11,2015,"17,460","16,525",935,5.4,Caroline County,MD,94.6
1197,CN2401300000000,24,13,2015,"93,014","89,165","3,849",4.1,Carroll County,MD,95.9
1198,CN2401500000000,24,15,2015,"52,545","49,457","3,088",5.9,Cecil County,MD,94.1
1199,CN2401700000000,24,17,2015,"80,471","76,540","3,931",4.9,Charles County,MD,95.1
1200,CN2401900000000,24,19,2015,"15,790","14,680","1,110",7,Dorchester County,MD,93
1201,CN2402100000000,24,21,2015,"128,473","122,837","5,636",4.4,Frederick County,MD,95.6
1202,CN2402300000000,24,23,2015,"15,627","14,660",967,6.2,Garrett County,MD,93.8
1203,CN2402500000000,24,25,2015,"135,807","129,254","6,553",4.8,Harford County,MD,95.2
1204,CN2402700000000,24,27,2015,"176,684","170,079","6,605",3.7,Howard County,MD,96.3
1205,CN2402900000000,24,29,2015,"10,568","10,015",553,5.2,Kent County,MD,94.8
1206,CN2403100000000,24,31,2015,"547,229","526,310","20,919",3.8,Montgomery County,MD,96.2
1207,CN2403300000000,24,33,2015,"486,318","461,301","25,017",5.1,Prince George's County,MD,94.9
1208,CN2403500000000,24,35,2015,"26,612","25,434","1,178",4.4,Queen Anne's County,MD,95.6
1209,CN2403700000000,24,37,2015,"54,562","51,964","2,598",4.8,St. Mary's County,MD,95.2
1210,CN2403900000000,24,39,2015,"9,215","8,470",745,8.1,Somerset County,MD,91.9
1211,CN2404100000000,24,41,2015,"19,259","18,331",928,4.8,Talbot County,MD,95.2
1212,CN2404300000000,24,43,2015,"76,634","72,415","4,219",5.5,Washington County,MD,94.5
1213,CN2404500000000,24,45,2015,"50,182","46,839","3,343",6.7,Wicomico County,MD,93.3
1214,CN2404700000000,24,47,2015,"25,423","22,784","2,639",10.4,Worcester County,MD,89.6
1215,CN2451000000000,24,510,2015,"293,358","271,643","21,715",7.4,Baltimore city,MD,92.6
1216,CN2500100000000,25,1,2015,"111,590","104,779","6,811",6.1,Barnstable County,MA,93.9
1217,CN2500300000000,25,3,2015,"65,100","61,585","3,515",5.4,Berkshire County,MA,94.6
1218,CN2500500000000,25,5,2015,"289,838","272,117","17,721",6.1,Bristol County,MA,93.9
1219,CN2500700000000,25,7,2015,"9,459","8,841",618,6.5,Dukes County,MA,93.5
1220,CN2500900000000,25,9,2015,"407,752","387,410","20,342",5,Essex County,MA,95
1221,CN2501100000000,25,11,2015,"39,438","37,710","1,728",4.4,Franklin County,MA,95.6
1222,CN2501300000000,25,13,2015,"222,709","208,493","14,216",6.4,Hampden County,MA,93.6
1223,CN2501500000000,25,15,2015,"87,374","83,444","3,930",4.5,Hampshire County,MA,95.5
1224,CN2501700000000,25,17,2015,"863,343","829,572","33,771",3.9,Middlesex County,MA,96.1
1225,CN2501900000000,25,19,2015,"6,969","6,594",375,5.4,Nantucket County/town,MA,94.6
1226,CN2502100000000,25,21,2015,"369,154","353,798","15,356",4.2,Norfolk County,MA,95.8
1227,CN2502300000000,25,23,2015,"268,260","254,734","13,526",5,Plymouth County,MA,95
1228,CN2502500000000,25,25,2015,"420,898","402,393","18,505",4.4,Suffolk County,MA,95.6
1229,CN2502700000000,25,27,2015,"427,528","405,828","21,700",5.1,Worcester County,MA,94.9
1230,CN2600100000000,26,1,2015,"3,826","3,515",311,8.1,Alcona County,MI,91.9
1231,CN2600300000000,26,3,2015,"3,246","2,966",280,8.6,Alger County,MI,91.4
1232,CN2600500000000,26,5,2015,"60,755","58,207","2,548",4.2,Allegan County,MI,95.8
1233,CN2600700000000,26,7,2015,"13,686","12,820",866,6.3,Alpena County,MI,93.7
1234,CN2600900000000,26,9,2015,"10,041","9,282",759,7.6,Antrim County,MI,92.4
1235,CN2601100000000,26,11,2015,"6,259","5,691",568,9.1,Arenac County,MI,90.9
1236,CN2601300000000,26,13,2015,"3,314","3,008",306,9.2,Baraga County,MI,90.8
1237,CN2601500000000,26,15,2015,"30,360","29,042","1,318",4.3,Barry County,MI,95.7
1238,CN2601700000000,26,17,2015,"52,464","49,397","3,067",5.8,Bay County,MI,94.2
1239,CN2601900000000,26,19,2015,"8,719","8,103",616,7.1,Benzie County,MI,92.9
1240,CN2602100000000,26,21,2015,"73,748","69,862","3,886",5.3,Berrien County,MI,94.7
1241,CN2602300000000,26,23,2015,"19,238","18,243",995,5.2,Branch County,MI,94.8
1242,CN2602500000000,26,25,2015,"64,461","61,137","3,324",5.2,Calhoun County,MI,94.8
1243,CN2602700000000,26,27,2015,"24,132","22,898","1,234",5.1,Cass County,MI,94.9
1244,CN2602900000000,26,29,2015,"13,111","12,311",800,6.1,Charlevoix County,MI,93.9
1245,CN2603100000000,26,31,2015,"10,742","9,750",992,9.2,Cheboygan County,MI,90.8
1246,CN2603300000000,26,33,2015,"16,776","15,455","1,321",7.9,Chippewa County,MI,92.1
1247,CN2603500000000,26,35,2015,"11,841","10,912",929,7.8,Clare County,MI,92.2
1248,CN2603700000000,26,37,2015,"39,927","38,344","1,583",4,Clinton County,MI,96
1249,CN2603900000000,26,39,2015,"5,301","4,880",421,7.9,Crawford County,MI,92.1
1250,CN2604100000000,26,41,2015,"17,327","16,136","1,191",6.9,Delta County,MI,93.1
1251,CN2604300000000,26,43,2015,"12,665","11,941",724,5.7,Dickinson County,MI,94.3
1252,CN2604500000000,26,45,2015,"56,123","53,607","2,516",4.5,Eaton County,MI,95.5
1253,CN2604700000000,26,47,2015,"17,725","16,431","1,294",7.3,Emmet County,MI,92.7
1254,CN2604900000000,26,49,2015,"180,129","168,867","11,262",6.3,Genesee County,MI,93.7
1255,CN2605100000000,26,51,2015,"10,029","9,290",739,7.4,Gladwin County,MI,92.6
1256,CN2605300000000,26,53,2015,"6,528","6,044",484,7.4,Gogebic County,MI,92.6
1257,CN2605500000000,26,55,2015,"48,682","46,381","2,301",4.7,Grand Traverse County,MI,95.3
1258,CN2605700000000,26,57,2015,"18,382","17,325","1,057",5.8,Gratiot County,MI,94.2
1259,CN2605900000000,26,59,2015,"21,129","20,005","1,124",5.3,Hillsdale County,MI,94.7
1260,CN2606100000000,26,61,2015,"16,648","15,577","1,071",6.4,Houghton County,MI,93.6
1261,CN2606300000000,26,63,2015,"16,444","15,546",898,5.5,Huron County,MI,94.5
1262,CN2606500000000,26,65,2015,"146,506","139,586","6,920",4.7,Ingham County,MI,95.3
1263,CN2606700000000,26,67,2015,"29,496","28,131","1,365",4.6,Ionia County,MI,95.4
1264,CN2606900000000,26,69,2015,"10,147","9,373",774,7.6,Iosco County,MI,92.4
1265,CN2607100000000,26,71,2015,"5,233","4,859",374,7.1,Iron County,MI,92.9
1266,CN2607300000000,26,73,2015,"35,472","33,747","1,725",4.9,Isabella County,MI,95.1
1267,CN2607500000000,26,75,2015,"73,385","69,458","3,927",5.4,Jackson County,MI,94.6
1268,CN2607700000000,26,77,2015,"129,756","124,041","5,715",4.4,Kalamazoo County,MI,95.6
1269,CN2607900000000,26,79,2015,"7,666","7,070",596,7.8,Kalkaska County,MI,92.2
1270,CN2608100000000,26,81,2015,"344,072","330,959","13,113",3.8,Kent County,MI,96.2
1271,CN2608300000000,26,83,2015,944,856,88,9.3,Keweenaw County,MI,90.7
1272,CN2608500000000,26,85,2015,"3,698","3,377",321,8.7,Lake County,MI,91.3
1273,CN2608700000000,26,87,2015,"39,587","36,768","2,819",7.1,Lapeer County,MI,92.9
1274,CN2608900000000,26,89,2015,"10,634","10,068",566,5.3,Leelanau County,MI,94.7
1275,CN2609100000000,26,91,2015,"47,701","45,280","2,421",5.1,Lenawee County,MI,94.9
1276,CN2609300000000,26,93,2015,"96,123","91,736","4,387",4.6,Livingston County,MI,95.4
1277,CN2609500000000,26,95,2015,"2,472","2,297",175,7.1,Luce County,MI,92.9
1278,CN2609700000000,26,97,2015,"5,151","4,644",507,9.8,Mackinac County,MI,90.2
1279,CN2609900000000,26,99,2015,"420,070","396,168","23,902",5.7,Macomb County,MI,94.3
1280,CN2610100000000,26,101,2015,"10,458","9,754",704,6.7,Manistee County,MI,93.3
1281,CN2610300000000,26,103,2015,"33,546","31,507","2,039",6.1,Marquette County,MI,93.9
1282,CN2610500000000,26,105,2015,"14,485","13,589",896,6.2,Mason County,MI,93.8
1283,CN2610700000000,26,107,2015,"19,235","18,036","1,199",6.2,Mecosta County,MI,93.8
1284,CN2610900000000,26,109,2015,"11,583","10,951",632,5.5,Menominee County,MI,94.5
1285,CN2611100000000,26,111,2015,"41,628","39,575","2,053",4.9,Midland County,MI,95.1
1286,CN2611300000000,26,113,2015,"7,021","6,557",464,6.6,Missaukee County,MI,93.4
1287,CN2611500000000,26,115,2015,"76,585","73,051","3,534",4.6,Monroe County,MI,95.4
1288,CN2611700000000,26,117,2015,"27,820","26,205","1,615",5.8,Montcalm County,MI,94.2
1289,CN2611900000000,26,119,2015,"3,083","2,772",311,10.1,Montmorency County,MI,89.9
1290,CN2612100000000,26,121,2015,"77,683","73,101","4,582",5.9,Muskegon County,MI,94.1
1291,CN2612300000000,26,123,2015,"23,190","21,906","1,284",5.5,Newaygo County,MI,94.5
1292,CN2612500000000,26,125,2015,"630,756","601,330","29,426",4.7,Oakland County,MI,95.3
1293,CN2612700000000,26,127,2015,"12,552","11,536","1,016",8.1,Oceana County,MI,91.9
1294,CN2612900000000,26,129,2015,"8,450","7,777",673,8,Ogemaw County,MI,92
1295,CN2613100000000,26,131,2015,"2,306","2,087",219,9.5,Ontonagon County,MI,90.5
1296,CN2613300000000,26,133,2015,"10,210","9,537",673,6.6,Osceola County,MI,93.4
1297,CN2613500000000,26,135,2015,"2,926","2,669",257,8.8,Oscoda County,MI,91.2
1298,CN2613700000000,26,137,2015,"11,464","10,751",713,6.2,Otsego County,MI,93.8
1299,CN2613900000000,26,139,2015,"153,110","147,476","5,634",3.7,Ottawa County,MI,96.3
1300,CN2614100000000,26,141,2015,"5,387","4,831",556,10.3,Presque Isle County,MI,89.7
1301,CN2614300000000,26,143,2015,"7,849","7,131",718,9.1,Roscommon County,MI,90.9
1302,CN2614500000000,26,145,2015,"88,751","83,622","5,129",5.8,Saginaw County,MI,94.2
1303,CN2614700000000,26,147,2015,"72,569","67,674","4,895",6.7,St. Clair County,MI,93.3
1304,CN2614900000000,26,149,2015,"29,179","27,848","1,331",4.6,St. Joseph County,MI,95.4
1305,CN2615100000000,26,151,2015,"19,601","18,310","1,291",6.6,Sanilac County,MI,93.4
1306,CN2615300000000,26,153,2015,"3,477","3,096",381,11,Schoolcraft County,MI,89
1307,CN2615500000000,26,155,2015,"33,167","31,263","1,904",5.7,Shiawassee County,MI,94.3
1308,CN2615700000000,26,157,2015,"24,606","22,933","1,673",6.8,Tuscola County,MI,93.2
1309,CN2615900000000,26,159,2015,"35,409","33,157","2,252",6.4,Van Buren County,MI,93.6
1310,CN2616100000000,26,161,2015,"189,301","182,177","7,124",3.8,Washtenaw County,MI,96.2
1311,CN2616300000000,26,163,2015,"756,308","704,576","51,732",6.8,Wayne County,MI,93.2
1312,CN2616500000000,26,165,2015,"14,648","13,647","1,001",6.8,Wexford County,MI,93.2
1313,CN2700100000000,27,1,2015,"6,893","6,432",461,6.7,Aitkin County,MN,93.3
1314,CN2700300000000,27,3,2015,"190,298","183,267","7,031",3.7,Anoka County,MN,96.3
1315,CN2700500000000,27,5,2015,"18,445","17,621",824,4.5,Becker County,MN,95.5
1316,CN2700700000000,27,7,2015,"23,565","22,384","1,181",5,Beltrami County,MN,95
1317,CN2700900000000,27,9,2015,"21,644","20,662",982,4.5,Benton County,MN,95.5
1318,CN2701100000000,27,11,2015,"2,689","2,567",122,4.5,Big Stone County,MN,95.5
1319,CN2701300000000,27,13,2015,"39,466","38,277","1,189",3,Blue Earth County,MN,97
1320,CN2701500000000,27,15,2015,"14,655","14,043",612,4.2,Brown County,MN,95.8
1321,CN2701700000000,27,17,2015,"17,617","16,732",885,5,Carlton County,MN,95
1322,CN2701900000000,27,19,2015,"55,301","53,510","1,791",3.2,Carver County,MN,96.8
1323,CN2702100000000,27,21,2015,"14,073","13,112",961,6.8,Cass County,MN,93.2
1324,CN2702300000000,27,23,2015,"6,963","6,651",312,4.5,Chippewa County,MN,95.5
1325,CN2702500000000,27,25,2015,"28,805","27,577","1,228",4.3,Chisago County,MN,95.7
1326,CN2702700000000,27,27,2015,"35,623","34,494","1,129",3.2,Clay County,MN,96.8
1327,CN2702900000000,27,29,2015,"4,644","4,214",430,9.3,Clearwater County,MN,90.7
1328,CN2703100000000,27,31,2015,"3,162","3,020",142,4.5,Cook County,MN,95.5
1329,CN2703300000000,27,33,2015,"5,804","5,521",283,4.9,Cottonwood County,MN,95.1
1330,CN2703500000000,27,35,2015,"31,582","29,920","1,662",5.3,Crow Wing County,MN,94.7
1331,CN2703700000000,27,37,2015,"232,810","224,956","7,854",3.4,Dakota County,MN,96.6
1332,CN2703900000000,27,39,2015,"11,480","11,043",437,3.8,Dodge County,MN,96.2
1333,CN2704100000000,27,41,2015,"20,182","19,478",704,3.5,Douglas County,MN,96.5
1334,CN2704300000000,27,43,2015,"7,521","7,185",336,4.5,Faribault County,MN,95.5
1335,CN2704500000000,27,45,2015,"11,432","10,956",476,4.2,Fillmore County,MN,95.8
1336,CN2704700000000,27,47,2015,"16,383","15,751",632,3.9,Freeborn County,MN,96.1
1337,CN2704900000000,27,49,2015,"26,942","25,974",968,3.6,Goodhue County,MN,96.4
1338,CN2705100000000,27,51,2015,"3,355","3,194",161,4.8,Grant County,MN,95.2
1339,CN2705300000000,27,53,2015,"678,387","655,614","22,773",3.4,Hennepin County,MN,96.6
1340,CN2705500000000,27,55,2015,"10,509","10,100",409,3.9,Houston County,MN,96.1
1341,CN2705700000000,27,57,2015,"9,583","8,984",599,6.3,Hubbard County,MN,93.7
1342,CN2705900000000,27,59,2015,"20,248","19,358",890,4.4,Isanti County,MN,95.6
1343,CN2706100000000,27,61,2015,"22,367","20,884","1,483",6.6,Itasca County,MN,93.4
1344,CN2706300000000,27,63,2015,"6,303","6,043",260,4.1,Jackson County,MN,95.9
1345,CN2706500000000,27,65,2015,"8,861","8,266",595,6.7,Kanabec County,MN,93.3
1346,CN2706700000000,27,67,2015,"24,118","23,198",920,3.8,Kandiyohi County,MN,96.2
1347,CN2706900000000,27,69,2015,"2,479","2,362",117,4.7,Kittson County,MN,95.3
1348,CN2707100000000,27,71,2015,"6,276","5,755",521,8.3,Koochiching County,MN,91.7
1349,CN2707300000000,27,73,2015,"3,773","3,615",158,4.2,Lac qui Parle County,MN,95.8
1350,CN2707500000000,27,75,2015,"5,626","5,350",276,4.9,Lake County,MN,95.1
1351,CN2707700000000,27,77,2015,"2,429","2,318",111,4.6,Lake of the Woods County,MN,95.4
1352,CN2707900000000,27,79,2015,"15,577","14,811",766,4.9,Le Sueur County,MN,95.1
1353,CN2708100000000,27,81,2015,"3,399","3,278",121,3.6,Lincoln County,MN,96.4
1354,CN2708300000000,27,83,2015,"15,319","14,816",503,3.3,Lyon County,MN,96.7
1355,CN2708500000000,27,85,2015,"20,251","19,438",813,4,McLeod County,MN,96
1356,CN2708700000000,27,87,2015,"2,413","2,270",143,5.9,Mahnomen County,MN,94.1
1357,CN2708900000000,27,89,2015,"5,761","5,355",406,7,Marshall County,MN,93
1358,CN2709100000000,27,91,2015,"10,473","10,038",435,4.2,Martin County,MN,95.8
1359,CN2709300000000,27,93,2015,"13,373","12,800",573,4.3,Meeker County,MN,95.7
1360,CN2709500000000,27,95,2015,"12,650","11,901",749,5.9,Mille Lacs County,MN,94.1
1361,CN2709700000000,27,97,2015,"17,845","16,861",984,5.5,Morrison County,MN,94.5
1362,CN2709900000000,27,99,2015,"20,407","19,738",669,3.3,Mower County,MN,96.7
1363,CN2710100000000,27,101,2015,"5,075","4,846",229,4.5,Murray County,MN,95.5
1364,CN2710300000000,27,103,2015,"20,349","19,801",548,2.7,Nicollet County,MN,97.3
1365,CN2710500000000,27,105,2015,"11,552","11,174",378,3.3,Nobles County,MN,96.7
1366,CN2710700000000,27,107,2015,"3,450","3,286",164,4.8,Norman County,MN,95.2
1367,CN2710900000000,27,109,2015,"84,080","81,573","2,507",3,Olmsted County,MN,97
1368,CN2711100000000,27,111,2015,"31,194","29,856","1,338",4.3,Otter Tail County,MN,95.7
1369,CN2711300000000,27,113,2015,"9,102","8,626",476,5.2,Pennington County,MN,94.8
1370,CN2711500000000,27,115,2015,"14,825","13,983",842,5.7,Pine County,MN,94.3
1371,CN2711700000000,27,117,2015,"4,988","4,818",170,3.4,Pipestone County,MN,96.6
1372,CN2711900000000,27,119,2015,"17,208","16,466",742,4.3,Polk County,MN,95.7
1373,CN2712100000000,27,121,2015,"6,403","6,176",227,3.5,Pope County,MN,96.5
1374,CN2712300000000,27,123,2015,"280,242","270,141","10,101",3.6,Ramsey County,MN,96.4
1375,CN2712500000000,27,125,2015,"2,336","2,196",140,6,Red Lake County,MN,94
1376,CN2712700000000,27,127,2015,"8,288","7,957",331,4,Redwood County,MN,96
1377,CN2712900000000,27,129,2015,"8,615","8,192",423,4.9,Renville County,MN,95.1
1378,CN2713100000000,27,131,2015,"35,507","34,222","1,285",3.6,Rice County,MN,96.4
1379,CN2713300000000,27,133,2015,"5,920","5,792",128,2.2,Rock County,MN,97.8
1380,CN2713500000000,27,135,2015,"8,623","8,273",350,4.1,Roseau County,MN,95.9
1381,CN2713700000000,27,137,2015,"102,211","97,018","5,193",5.1,St. Louis County,MN,94.9
1382,CN2713900000000,27,139,2015,"79,335","76,799","2,536",3.2,Scott County,MN,96.8
1383,CN2714100000000,27,141,2015,"49,591","47,561","2,030",4.1,Sherburne County,MN,95.9
1384,CN2714300000000,27,143,2015,"8,530","8,169",361,4.2,Sibley County,MN,95.8
1385,CN2714500000000,27,145,2015,"88,340","85,079","3,261",3.7,Stearns County,MN,96.3
1386,CN2714700000000,27,147,2015,"21,251","20,526",725,3.4,Steele County,MN,96.6
1387,CN2714900000000,27,149,2015,"5,721","5,557",164,2.9,Stevens County,MN,97.1
1388,CN2715100000000,27,151,2015,"5,186","4,867",319,6.2,Swift County,MN,93.8
1389,CN2715300000000,27,153,2015,"13,040","12,457",583,4.5,Todd County,MN,95.5
1390,CN2715500000000,27,155,2015,"1,840","1,762",78,4.2,Traverse County,MN,95.8
1391,CN2715700000000,27,157,2015,"12,021","11,557",464,3.9,Wabasha County,MN,96.1
1392,CN2715900000000,27,159,2015,"6,346","5,963",383,6,Wadena County,MN,94
1393,CN2716100000000,27,161,2015,"9,776","9,363",413,4.2,Waseca County,MN,95.8
1394,CN2716300000000,27,163,2015,"137,465","133,023","4,442",3.2,Washington County,MN,96.8
1395,CN2716500000000,27,165,2015,"6,268","5,968",300,4.8,Watonwan County,MN,95.2
1396,CN2716700000000,27,167,2015,"3,698","3,573",125,3.4,Wilkin County,MN,96.6
1397,CN2716900000000,27,169,2015,"29,540","28,539","1,001",3.4,Winona County,MN,96.6
1398,CN2717100000000,27,171,2015,"72,151","69,443","2,708",3.8,Wright County,MN,96.2
1399,CN2717300000000,27,173,2015,"5,589","5,379",210,3.8,Yellow Medicine County,MN,96.2
1400,CN2800100000000,28,1,2015,"11,380","10,461",919,8.1,Adams County,MS,91.9
1401,CN2800300000000,28,3,2015,"15,671","14,777",894,5.7,Alcorn County,MS,94.3
1402,CN2800500000000,28,5,2015,"4,501","4,156",345,7.7,Amite County,MS,92.3
1403,CN2800700000000,28,7,2015,"6,964","6,427",537,7.7,Attala County,MS,92.3
